,default_cost,avg_surgeon_cost,optimized_materials,optimized_cost
51447,6134.3,863.49,"{'tray basis': np.float64(6.99), 'spuit 20ml. luer lock': np.float64(3.79), 'c - boog met monitor': np.float64(445.00910674215334), 'laminectomienet': np.float64(283.25), 'vicryl 2-0 8x45 sh-1': np.float64(56.0), 'werkbak neurologie': np.float64(438.90633056069123), 'neurochirurgienet': np.float64(132.42), 'diathermie met rookafzuigslang verlengd': np.float64(7.79), '8 ch redondrain+pot': np.float64(41.87), 'handschoenen latexvrij': np.float64(29.4807395385195), 'rasp neuro': np.float64(287.25), 'hoofdlamp neurologie': np.float64(439.10559409777795), 'vicryl 1 ct 1 plus 8x45': np.float64(55.0), 'naald groen': np.float64(22.992750885476596), 'diathermie met rookafzuigslang': np.float64(6.79), 'loupebril': np.float64(435.91), 'tegaderm 10x12 cm': np.float64(37.67), 'nw compres 10x10': np.float64(40.87), 'diathermie zak': np.float64(16.49), 'vicryl 1 ct-1 4x70': np.float64(57.98), 'steristrips': np.float64(37.15), 'spongostan': np.float64(12.83), 'laminectomie': np.float64(290.0431852402312), 'dura hechtset': np.float64(133.42), 'wilson frame': np.float64(437.91), 'beenwas': np.float64(11.89), '21g naald groen lang 301155': np.float64(21.77330164410094), 'handschoenen': np.float64(27.690578315377792), 'ropivacaïne 150mg/20ml (naropin)': np.float64(5.25)}",3823.5215870243283
1221,5027.52,3355.2400000000002,"{'arthroscopie toren': np.float64(430.18), 'koord voor tractie': np.float64(6.99), '12 cm tricot windsel onsteriel': np.float64(7.99), 'set mosquito s bh111 2stuks': np.float64(31.6), 'ethilon 3-0 fs': np.float64(34.2), 'cutiplast maat op aanvraag': np.float64(38.68), 'camera hoes 15x250 cm': np.float64(6.56), 'incisor shaverblade 3.5 grijs': np.float64(6.79), 'arthroscopie dagsysteem': np.float64(7.79), 'tray hand': np.float64(34.98), 'arthroscopie patientsysteem': np.float64(7.79), 'arthroscopie net': np.float64(28.6), 'fys.zout 1000 ml zak (nacl)': np.float64(6.91), 'bonecutter shaverblade 4.5 platinum geel': np.float64(8.79), 'gewichten voor tractie': np.float64(432.18), 'spuit 20 ml': np.float64(7.79), 'shaverhandstuk dyonics': np.float64(28.6), 'staaf schouder arthroscopie': np.float64(27.6), '15 cm synth watten onst.artiflex soft': np.float64(37.48), '21g naald groen lang 301155': np.float64(19.99), 'handschoenen': np.float64(25.49)}",1236.9799999999996
1474,35080.24,17432.739999999998,"{'tray heup': np.float64(19.15), 'bergman persona basis instr. tibia': np.float64(147.58), 'vanguard tibia': np.float64(90.77), 'disp. euro-pulse lavage systeem': np.float64(4.79), 'vicryl 2-0 sh': np.float64(57.98), 'rugspreider': np.float64(32.88), 'cementspuit palamix': np.float64(5.79), 'palacos cement 55': np.float64(7.49), 'orthopaedisch basis bot net': np.float64(37.88), 'ropivacaine 400mg/200ml zak': np.float64(8.72), 'bergman persona 14/30 stem instr.': np.float64(145.58), 'operatiejas l reinforced': np.float64(24.49), 'vicryl 2-0 3x45': np.float64(109.56425393175098), 'zelfkl.zijdoek 9086 (100x75)': np.float64(25.54), 'bergman persona basis instr. femur': np.float64(91.77), 'genesis femur instr net': np.float64(142.58), '15 cm tricot windsel onsteriel': np.float64(29.56), 'epiduraalnaald 18 g 4512383': np.float64(7.81), 'zaagblad totale knie 4125-127-090': np.float64(7.79), 'diathermie met rookafzuig 20321-040': np.float64(8.79), 'zijlijn voor infuus': np.float64(20.99), 'genesis inbreng instr net': np.float64(142.58), 'vanguard patella inlay net': np.float64(92.77), 'epiduraalnaald 18 g': np.float64(7.79), 'vicryl 2-0 mh': np.float64(24.42), 'genesis tibia instr net': np.float64(142.58), 'genesis tibia trial+insert': np.float64(143.58), 'palacos cement 75': np.float64(11.68), 'vanguard kar - bergman clinics': np.float64(433.92), 'bergman persona cr instr. rechts': np.float64(147.58), 'zaagblad vanguard': np.float64(4.79), 'werkkar knieprotheses': np.float64(260.39), 'zaagblad 6118-127-090': np.float64(8.79), 'synth watten 15cm': np.float64(3.36), 'mesje nr 10': np.float64(6.92), 'grote boor stryker': np.float64(195.2), 'handschoenen': np.float64(25.49), 'ioban extra klein 34 x 35 cm': np.float64(27.54), 'indicator handschoenen': np.float64(22.49), 'bergman persona basis instr. inbreng': np.float64(145.58), 'pedaal cementeersysteem': np.float64(433.92), 'zijlijn voor infuus 76.4432': np.float64(19.99), 'bergman persona cr macro': np.float64(102.24), 'tray knie': np.float64(19.94), 'bergman persona ps instr. rechts': np.float64(142.58), 'electrische kniesteun': np.float64(429.18), 'vicryl 1 6x45 vcp1228e': np.float64(29.41834970912423), 'vicryl 1 ctx-1': np.float64(26.42), 'pulse lavage kastje': np.float64(429.92), 'diathermie met rookafzuigslang': np.float64(6.79), 'bergman persona patella instr.': np.float64(144.58), 'disp.pulse lavage systeem': np.float64(4.79), 'werkkar knieprotheses bergman clinics': np.float64(104.24), 'naald hs-40': np.float64(4.79), 'heup-knie basisnet': np.float64(131.08), 'spuit 50 ml luer lock': np.float64(4.79), 'huidstapler 35 vista/manipler az-35w': np.float64(8.79), 'aanvulnet 16hoven': np.float64(227.56), 'handenwasborstel (medica brush)': np.float64(21.03), 'grote zaag stryker': np.float64(95.77), 'operatiejas xl reinforced (=xxl)': np.float64(23.49), 'vanguard algemeen': np.float64(95.77), 'vanguard signature': np.float64(95.77), 'vanguard femur 80': np.float64(90.77)}",5568.562603640875
1513,5098.159999999999,5194.18,"{'neustampon 2cm': np.float64(31.07), 'bijholte net': np.float64(150.94), 'otrivin neusdruppels': np.float64(15.78), 'neusverdoving set': np.float64(101.9), 'snorverband': np.float64(26.07), 'handschoenen latexvrij': np.float64(27.73), 'magneetmat': np.float64(124.72), 'optiek kno 30 graden': np.float64(133.04), 'lichtkabel': np.float64(141.74), 'merocel 8cm': np.float64(18.43), 'knopakket': np.float64(3.56), 'optiek kno 70 graden': np.float64(139.74), 'diathermie met rookafzuigslang': np.float64(8.79), 'olympus endoscopie toren': np.float64(438.82), 'specialismekar - kno': np.float64(444.07), 'lignospan 2%': np.float64(17.78), 'hoofdlamp kno': np.float64(449.07), 'terra cortril 3.5gr oogzalf': np.float64(11.7), 'beavermes 6500': np.float64(7.88), 'carpulenld.27 g.': np.float64(5.79), 'shuyou': np.float64(4.88), 'cocaine 3% met epinefr.0.005%': np.float64(20.1), 'optiek kno 0 graden': np.float64(138.74), 'merocel10cm 440406': np.float64(20.27), 'camera hoes 15x250 cm 17539': np.float64(11.97), 'gazen 10x10 kliniray': np.float64(10.872624029334531), 'mesje nr 15': np.float64(4.79), 'antifog ultrastop 30ml': np.float64(4.74), 'handschoenen': np.float64(25.49)}",2540.472624029334
1516,8357.06,2293.42,"{'small drapes': np.float64(5.99), 'bag normal saline 1l': np.float64(10.25), 'receivers and gallipots': np.float64(7.99), 'diathermy machine': np.float64(446.07), 'tonsillectomie net': np.float64(107.63), 'blue cover for boyle davis mouth gag': np.float64(7.99), 'kno zuigbuis yankauer': np.float64(7.79), 'number 1 silk ties on reel': np.float64(46.74), 'headlights': np.float64(448.07), 'tonsil tray': np.float64(61.97), 'large drapes': np.float64(1.99), 'specialismekar - kno': np.float64(444.07), 'nier bekken disposable': np.float64(7.99), 'hoofdlamp kno': np.float64(449.07), 'trolley covers': np.float64(6.96), 'yankauer sucker': np.float64(7.99), 'coblation wand evac 70 xtra hp': np.float64(11.99), 'depper te nr.3 (kliniray gauze balls': np.float64(31.07), 'suction device': np.float64(445.07), 'vaseline': np.float64(36.31524718795752), 'coblation machine and pedal': np.float64(449.07), 'gazen 10x10 kliniray': np.float64(7.99), 'tonsil swabs': np.float64(7.99), 'black bronchial suction catheter': np.float64(7.99), 'mesje nr 15': np.float64(7.79), 'handschoenen': np.float64(26.49), 'suction tubing': np.float64(11.99)}",3112.3152471879566
1892,6297.24,3204.56,"{'vicryl ts rapide 3-0': np.float64(42.74), 'knopakket 9007': np.float64(27.61), 'receivers and gallipots': np.float64(12.277654330077695), 'neusverdoving set': np.float64(101.9), 'dental needle': np.float64(11.99), 'magneetmat': np.float64(120.72), 'lignospan cartridges': np.float64(16.03), '4x4 pack': np.float64(13.99), 'merocel 8cm': np.float64(18.43), 'terra-cortril 3.5gr oogzalf': np.float64(12.03), 'headlights': np.float64(447.07), 'smr tray': np.float64(59.73), 'lignospan 2%': np.float64(17.78), 'carpulenld.27 g.': np.float64(4.79), 'blue gauze': np.float64(11.334712586326248), '15 blade': np.float64(7.99), 'suction device': np.float64(448.61950667214603), 'gazen 10x10 kliniray': np.float64(7.99), 'vicryl 4-0 sc1 v383h': np.float64(43.74), 'mesje nr 15': np.float64(4.79), 'handschoenen': np.float64(25.49), 'dental syringe': np.float64(8.99), 'small drapes': np.float64(6.99), 'blue nasal splints': np.float64(12.439073574407843), '9 fraiser sucker': np.float64(24.040818172009978), 'trolley cover': np.float64(40.99564673428516), 'otrivin neusdruppels': np.float64(14.78), 'snorverband': np.float64(26.07), 'diathermy machine': np.float64(448.6442179839854), 'vicryl 5-0 ps4c wg436': np.float64(38.74), 'vicryl rapide 4-0': np.float64(42.74), 'neus net': np.float64(102.9), 'hoofdlamp kno': np.float64(449.07), 'diathermie naald valleylab e1552': np.float64(5.79), 'beavermes 6700': np.float64(8.79), 'merocel10cm 440406': np.float64(23.27), 'large drapes': np.float64(2.99), 'diathermie met rookafzuig': np.float64(4.79), 'specialismekar - kno': np.float64(448.02769626684506), 'suction tubing': np.float64(11.99)}",3179.0893263200824
1602,13180.259999999998,8985.12,"{'sensight extension tunneler kit': np.float64(25.01), 'tps drill': np.float64(41.14), 'sensight connector plug': np.float64(30.01), 'irrigation pouch': np.float64(25.01), 'bowl': np.float64(14.66), 'recharger kit': np.float64(25.01), 'neuro tubing': np.float64(16.36697346780707), 'single wrapped screwdrivers': np.float64(36.14), 'sharps box large': np.float64(25.008267427378627), 'pack 12x12': np.float64(24.01), 'percept pc': np.float64(37.76), 'renishaw guide tube kit': np.float64(23.01), 'sensight depth stop and cranial tunnel kit': np.float64(24.01), 'dixi coagulation electrode': np.float64(21.01), 's2 drill console': np.float64(451.07), 'mr8 drill tray': np.float64(43.13771811389819), 'ethilon 3-0': np.float64(59.32), 'dbs battery': np.float64(35.76), 'vicryl 2-0': np.float64(56.48), 'tool adaptors for standard tool holder': np.float64(37.14), 'dbs robot arm': np.float64(429.18), 'small opsite dressing': np.float64(37.08), 'dbs robot arm and tool adaptors renishaw': np.float64(40.14), 'tps console': np.float64(431.18), 'aquamantys machine': np.float64(434.1763813416959), 'suction device': np.float64(448.6153321986145), 'silk ties 2-0': np.float64(59.32), 'skin clips': np.float64(44.74), 'pattie board': np.float64(41.13852685977696), '6mm drill bit': np.float64(20.01), 'spinal pack': np.float64(1.56), 'blue fish hook': np.float64(8.99), 'plasma blade': np.float64(24.01), '4.8mm drill bit': np.float64(29.009402199407333), 'small drapes': np.float64(5.99), 'bone wax': np.float64(2.83), '9 fraiser sucker': np.float64(23.31), 'optiray 350 contrast': np.float64(5.24), 'mr8 drill console': np.float64(431.18), 'diathermy machine': np.float64(446.07), 'leksell pins and hex wrench for dbs': np.float64(37.14), 'tool adaptors 6.10mm': np.float64(39.14), 'handset with communicator pc': np.float64(433.17639211105825), 'renishaw instrument guide rod': np.float64(22.01), 'tool adaptor 4.90mm': np.float64(38.14), 'sensight extension kit': np.float64(26.01), 'blade 10': np.float64(10.99), 'recharger drape': np.float64(24.01), 'activa rc battery': np.float64(33.76), 'ct frame': np.float64(13.66), 'pack 4x4': np.float64(7.99), 'renishaw sterile drape': np.float64(2.88), 'silk suture 2-0': np.float64(54.38), 'leksell micro system basic frame dbs': np.float64(39.14), 'mini plates': np.float64(32.76), 'sensight directional lead kit': np.float64(22.01), 'ethilon 1-0': np.float64(59.32), 'robot and computer': np.float64(433.18), 'medium opsite dressing': np.float64(6.88), 'large drapes': np.float64(1.99), 'screws 5mm': np.float64(33.76), 'neuro set up': np.float64(34.7), 'mr8 5mm drill bit (yellow)': np.float64(23.01), 'suction tubing': np.float64(11.99)}",5456.8589937196375
467,1077.84,1344.06,"{'finger switch diathermy': np.float64(55.97), 'vicryl 0 (w9138)': np.float64(33.5), 'lonestar': np.float64(51.97), 'bottom tray': np.float64(47.64), 'fingerswitch diathermy': np.float64(52.97), 'catheter 12': np.float64(58.97), 'in-out catheter': np.float64(274.61), 'filter needle': np.float64(51.97), 'major vaginal pack': np.float64(28.77), 'vaginal hysterectomy tray': np.float64(43.64), 'light handles': np.float64(11.99)}",712.0
1353,1414.8,1799.6999999999998,"{'3m steri-drape adhesive towel drape 9085': np.float64(3.56), ""kocher's"": np.float64(33.32), 'blade 15': np.float64(12.740748744731107), 'attachable tray - end of operating table': np.float64(35.32), 'vicryl 3-0 (9114)': np.float64(52.22), '2 vicryl 320': np.float64(55.22), 'discarder pad': np.float64(51.97), 'fingerswitch diathermy': np.float64(52.97), 'in-out catheter': np.float64(274.61), 'green hypo': np.float64(138.37), 'syringe 20ml': np.float64(11.906997374002444), 'under buttock pouch': np.float64(5.38), 'major vaginal pack': np.float64(28.77), 'filter needle': np.float64(51.97), 'pds 2-0 (333)': np.float64(53.22), 'lone star retractor': np.float64(34.6), 'vaginal hysterectomy tray': np.float64(43.64), 'light handles': np.float64(11.99)}",951.7777461187336
596,4216.62,3999.094,"{'softpore': np.float64(5.47), 'shoulder arthroscopy pack': np.float64(11.5), 'c-arm': np.float64(439.51898390468807), 'big ioban': np.float64(11.99), 'mayo needle': np.float64(27.29), 'monocryl 3-0 3213': np.float64(32.5), 'syringe 20ml': np.float64(11.906997374002444), 'stryker cd4 drill': np.float64(31.6), 'c-arm drape': np.float64(25.48), 'fiberwire ar7200': np.float64(35.5), 'cosmopore 20 x 10': np.float64(12.99), 'skin glue': np.float64(13.18), 'mayo stand cover': np.float64(9.182499688492484), 'large sticky drape': np.float64(11.5), 'bone reduction clamps': np.float64(42.88), 'minor ortho tray': np.float64(27.6), 'polysling': np.float64(35.97), 'deck chair': np.float64(124.56), 'foot pack': np.float64(3.56), 'semi deck': np.float64(127.55968332715807), 'undyed vicryl 2/0': np.float64(33.5), 'large suction tubing': np.float64(33.81), '1 vicryl': np.float64(33.5), 'major ortho tray': np.float64(27.6), '3/0 monocryl': np.float64(104.02), 'steri strips': np.float64(6.99), 'diathermy device': np.float64(430.18), 'yankuer': np.float64(31.97), 'quiver': np.float64(79.37), 'basin liner': np.float64(173.36821605569475), 'op tape': np.float64(81.37), 'x-ray': np.float64(431.92), 'vicryl 1 9906': np.float64(37.5), 'chloraprep stick': np.float64(5.88), 'jug': np.float64(77.37), 'large bowl 500 ml': np.float64(34.97), 'syringe 50ml': np.float64(34.97), 'hydrex red': np.float64(10.88), 'swabs 9x9': np.float64(33.97), 'reduction clamps': np.float64(37.88), 'hypo': np.float64(34.97), 'syringe 10ml': np.float64(11.568140925063958), 'vicryl 2-0': np.float64(56.48), 'diathermy plate': np.float64(34.969515885018765), 'velband 4""': np.float64(9.47), 'sponges': np.float64(24.14), 'shoulder arthroscopy': np.float64(6.5), 'finger-switch': np.float64(30.97), 'suction device': np.float64(445.07), 'vicryl 2-0 9582': np.float64(37.5), 'marker pen': np.float64(9.99), 'split sheet u drape': np.float64(7.5), 'cosmopore': np.float64(1.89), 'self retainer': np.float64(33.88), 'drill bit 2.5': np.float64(29.97), 'normal saline': np.float64(13.35), 'mayo cover': np.float64(7.975592915282206), 'acumed locking clavicle plate tray': np.float64(35.88), 'split sheet': np.float64(9.5), 'cobb': np.float64(39.88), 'blade 10': np.float64(10.99), 'medium sticky drape': np.float64(11.5), 'light handles': np.float64(11.99), 'fiber tape': np.float64(33.5), 'head rings': np.float64(126.55938819963195), 'handheld diathermy': np.float64(277.61), 'radiolucent table': np.float64(129.55932358414782), 'scratch pad': np.float64(200.19479116106857), 'blade 15': np.float64(11.99), 'ioban': np.float64(3.53), 'suction tubing': np.float64(11.99)}",4493.623133020246
650,4652.9,2153.2666666666664,"{'vicryl 3-0 sh1': np.float64(55.98), 'c-arm': np.float64(437.9), 'periostal elevator': np.float64(34.23), 'klein fractuurnet': np.float64(121.42), 'chloraprep stick': np.float64(5.88), 'mitek g2 quick anchor (r) plus 222983': np.float64(10.88), 'beenhoes (extremiteiten cover)': np.float64(25.49), 'mayo needle': np.float64(27.29), 'mitek set': np.float64(125.77), 'syringe 20ml': np.float64(9.99), 'stryker cd4 drill': np.float64(31.6), 'gazen 10x20 kliniray': np.float64(7.99), 'mesje 15': np.float64(3.79), 'major tray': np.float64(28.21), 'implant delivery system ar-2260': np.float64(24.82), 'ortho tray': np.float64(28.6), 'vascular ties': np.float64(29.26), 'skin glue': np.float64(11.18), 'vicryl 2-0': np.float64(56.48), 'cotton stockinette': np.float64(26.82), 'crepe 4""': np.float64(4.47), 'splitlakenpakket 9018': np.float64(25.49), 'opsite': np.float64(65.36), 'suction device': np.float64(445.07), 'burr 7mm': np.float64(23.82), 'vicryl 2-0 9582': np.float64(37.5), 'marker pen': np.float64(9.99), 'mesje nr 10': np.float64(8.92), 'foot pack': np.float64(3.56), 'diathermie met rookafzuig': np.float64(3.79), 'handschoenen': np.float64(25.49), 'hand pack': np.float64(7.86), 'undyed vicryl 2/0': np.float64(36.34620535998148), 'vicryl 2-0 reel': np.float64(44.51), '1 vicryl': np.float64(33.5), 'green needle': np.float64(37.43), 'suture passing wire': np.float64(28.82), 'fibrewire': np.float64(31.29), 'monocryl 3/0': np.float64(107.17), '3/0 monocryl mcp2213h': np.float64(44.51), 'arthrex distal biceps button': np.float64(23.82), 'achilles allograft': np.float64(34.21), 'steri strips': np.float64(6.99), 'chloraprep 2 big 2 small': np.float64(3.26), 'light handles': np.float64(11.99), 'biceps tray': np.float64(32.21), 'monocryl 4-0 fs2': np.float64(103.09), 'hand drape': np.float64(2.86), 'general tray': np.float64(26.3), 'back slab': np.float64(4.47), 'yankuer': np.float64(31.97), 'c-arm cover': np.float64(1.51), 'arm table': np.float64(1.18), 'operatiejas l standaard': np.float64(26.26760941294802), 'high speed burr rmb': np.float64(23.82), 'kleine boor stryker': np.float64(124.77), 'ioban': np.float64(3.53), 'suction tubing': np.float64(12.857061715133142)}",2603.5808764880626
678,2351.7000000000003,3310.1066666666666,"{'softpore': np.float64(5.47), 'c-arm': np.float64(439.5189839046899), 'hydrex pink': np.float64(7.26), 'syringe 20ml': np.float64(9.99), 'stryker cd4 drill': np.float64(31.6), 'tourniquet': np.float64(432.62182281779167), 'ortho tray': np.float64(28.6), 'steris strip': np.float64(26.05), 'c-arm drape': np.float64(25.48), 'gauze': np.float64(26.14), 'crepe bandage': np.float64(67.16), 'skin glue': np.float64(13.780057442726715), 'vicryl 2-0': np.float64(58.48), 'jelonet': np.float64(172.59), 'levobupivacaine 0.5%': np.float64(5.83), 'suction device': np.float64(445.07), 'polysling': np.float64(35.97), 'x-ray cover': np.float64(6.9), 'foot and ankle tray': np.float64(26.6), 'marker pen': np.float64(9.99), 'medratis ccs': np.float64(28.92), 'ethilon 3/0': np.float64(30.28), 'medratis hand': np.float64(23.92), 'hand pack': np.float64(6.86), 'velband': np.float64(6.99), 'k-wire 2mm': np.float64(23.92), 'monocryl 3/0': np.float64(106.17), 'vicryl 2-0 undyed': np.float64(34.78), 'light handles': np.float64(11.99), 'monocryl 4-0': np.float64(97.72), 'hand drape': np.float64(2.86), 'diathermy device': np.float64(430.18), 'back slab': np.float64(6.47), 'bowel liner': np.float64(28.92), 'pds 4-0': np.float64(56.48), 'chloraprep stick large': np.float64(2.25), 'arm table': np.float64(2.18), 'distal radius tray': np.float64(29.19), 'gallipots': np.float64(29.19), 'acumed distal radius plates': np.float64(28.92), 'medartis distal radius': np.float64(28.92), 'pop back slab': np.float64(14.78), 'surgical instrument': np.float64(40.22479030288421), 'rem b': np.float64(29.19)}",2976.4056544680925
1075,6092.2199999999975,6212.7,"{'adrenaline 1:1000': np.float64(5.25), 's2 4.0mm coarse diamond': np.float64(35.228120680538694), 'silastic sheet 0.13mm': np.float64(6.99), 's2 6.0mm precision round': np.float64(34.23), 'neuro tubing': np.float64(16.36697346780707), 'lignospan cartridges': np.float64(16.03), '3-0 monocryl undyed': np.float64(41.74), 'otocomb ointment': np.float64(9.25), 'major ear pack': np.float64(8.58), 's2 drill': np.float64(47.32), 'wool pad': np.float64(8.99), 's2 drill irrigation': np.float64(11.99), 's2 3.0mm coarse diamond': np.float64(35.23), 'large cotton wool balls': np.float64(9.99), 's2 drill console': np.float64(449.07), 'blue/white facial nerve stimulator': np.float64(11.989768776690369), 'ossiculo prothesis': np.float64(36.23), 'small absorbent drapes': np.float64(1.56), 'craniotomy drape': np.float64(1.56), 'middle ear one': np.float64(51.045549227146935), 'suction device': np.float64(445.07), 's2 2.0mm coarse diamond': np.float64(35.228120680537515), 'microscope drape': np.float64(2.91), '½ inch ribbon gauze': np.float64(6.99), 's2 5.0mm precision round': np.float64(32.23), 'dental syringe': np.float64(8.99), 'bag normal saline 1l': np.float64(8.25), '9 fraiser sucker': np.float64(18.31), 'microscope': np.float64(430.18), 'aqueous betadine': np.float64(17.03), 'diathermy machine': np.float64(446.07), 's2 4.0mm precision round': np.float64(34.23), 'middle ear micro': np.float64(52.32), '2-0 vicryl': np.float64(55.0), 'neurosign nerve stimulator monitor': np.float64(450.07), 'zollner fine suction 6fg': np.float64(9.99), 'alto cutter': np.float64(54.31838492262588), 'packs of red/green/black facial nerve needles': np.float64(11.99), 'dental needle': np.float64(11.99)}",2969.806917755346
1538,5480.88,5531.86,"{'oto flex round diamond burr': np.float64(10.99), 'skeeter drill tray': np.float64(52.73), 'aqueous betadine': np.float64(16.03), 'neuro tubing': np.float64(14.89), 'diathermy machine': np.float64(448.6400435104539), 'dental needle': np.float64(11.99), 'dexamethasone': np.float64(16.83), 'syringe 20ml': np.float64(9.99), 'lignospan cartridges': np.float64(12.03), 'major ear pack': np.float64(8.58), 'neurosign 100 console': np.float64(450.07), 'facial nerve needles packs': np.float64(7.99), 'middle ear micro': np.float64(51.32), 'zoellner fine suction 6fg': np.float64(10.99), 'special stapes tray': np.float64(56.73), 'large cotton wool balls': np.float64(11.99), 'adrenaline': np.float64(14.83), 'pentero microscope': np.float64(449.07), 'stapedectomy implants': np.float64(38.41), 'spongostan': np.float64(12.83), 'syringe 2ml with blunt needle': np.float64(7.99), 'middle ear one': np.float64(48.32), 'suction device': np.float64(448.6153321986145), 'fine end suction tips': np.float64(11.99), 'facial nerve stimulator probe': np.float64(9.99), 'electric drill console': np.float64(429.92), 'blunt needle': np.float64(23.31), 'dental syringe': np.float64(8.99)}",2696.0553757090674
51652,1387.7,1401.68,"{'lnstillagel': np.float64(14.218816764792592), 'extra sponge holder': np.float64(32.43816074156368), 'd&c pack': np.float64(5.08), 'hagar dilators': np.float64(27.44), 'discarder pad': np.float64(51.97), 'rigid cystoscopy tray': np.float64(127.34), 'steri strips': np.float64(6.99), 'in-out catheter': np.float64(273.61), 'bulkamid scope': np.float64(33.44), 'irrigation set': np.float64(26.29), 'camera drape': np.float64(7.38), 'bulkamid injection set': np.float64(31.86), 'pouch': np.float64(31.29), 'suction tubing': np.float64(8.99)}",678.3369775063563
246,2958.24,3257.92,"{'diathermy device': np.float64(430.18), 'handheld diathermy': np.float64(278.61), 'd&c pack': np.float64(6.08), 'jelonet': np.float64(172.59), 'vicryl 2-0 (9121)': np.float64(55.34), 'minor operations tray': np.float64(293.69), 'vicryl rapide 3-0': np.float64(56.34), 'suction device': np.float64(445.07), 'green hypo': np.float64(134.37), 'in-out catheter': np.float64(273.61), 'orange hypo': np.float64(98.15502659687311), 'blade 15': np.float64(11.99), 'syringe 10ml': np.float64(7.99)}",2264.0150265968728
