,default_cost,avg_surgeon_cost,optimized_materials,optimized_cost
960,16306.039999999999,19178.78,"{'operatiejas l reinforced': np.float64(24.49), 'vicryl 2-0 sh': np.float64(53.98), 'ip cup basis instrument': np.float64(90.77), 'tray heup': np.float64(19.15), 'orthopaedisch spreider net': np.float64(200.12324482243508), 'indicator handschoenen': np.float64(22.49), 'pds loop scherp 150 cm': np.float64(55.98), 'diathermie met rookafzuig verlengd': np.float64(4.79), 'handschoenen': np.float64(25.49), 'mepilex border 10x25 cm 295850': np.float64(3.32), 'totale heup net': np.float64(196.2), 'heup-knie basisnet': np.float64(131.08), 'heup omnitract': np.float64(143.58), 'set langebeck haken': np.float64(92.77), 'ioban extra klein 34 x 35 cm': np.float64(27.54), 'sp ii femurraspen links': np.float64(198.2), '500 ml zak fys. zout (nacl)': np.float64(12.87), 'minimaal invasief handvat heup': np.float64(90.77), 'fys.zout 1000 ml zak (nacl)': np.float64(6.91), 'diathermie met rookafzuig verlengd 20321-028': np.float64(4.79), 'grote boor stryker': np.float64(195.2), 'naald hs-40': np.float64(4.79), 'cementspuit palamix': np.float64(5.79), 'handenwasborstel (medica brush)': np.float64(21.03), 'vicryl 2-0 sh plus': np.float64(28.46), 'operatiejas xl reinforced (=xxl)': np.float64(23.49), 'sp ii basis instr. femur': np.float64(128.08), 'sp ii femurraspen rechts': np.float64(199.2), 'werkkar heupprotheses': np.float64(234.62), 'grote zaag stryker': np.float64(95.77), 'ip cup reamers': np.float64(91.77), '3000 ml zak fys zout (nacl)': np.float64(7.07), 'vicryl 2-0 3x45': np.float64(103.49), 'anterieur heup tray (haga)': np.float64(26.54), 'naald hsx-38': np.float64(6.79), 'palacos cement 55': np.float64(7.49), 'ortho speculum doyen': np.float64(200.2), 'pedaal cementeersysteem': np.float64(433.92), 'disp. euro-pulse lavage systeem': np.float64(4.79)}",3223.7832448224344
382,5246.94,4160.316666666666,"{'diathermie micro naald 21191-368': np.float64(10.807637008568264), 'operatiejas l standaard': np.float64(23.49), 'vicryl 2-0 sh': np.float64(53.98), 'colorectal minor procedure pack': np.float64(8.6), 'cautery device': np.float64(418.99), 'lower gi working tray': np.float64(271.73), 'abces en haemorrhoidennet': np.float64(73.9), 'gynaecologiepakket 1079p': np.float64(47.85), 'surgipad dressing': np.float64(79.15), '0.5 bupivacaine hydrochloride': np.float64(23.57), 'gazen 10x20 kliniray': np.float64(7.99), 'bupivacaine hydrochloride 0.5%': np.float64(22.57112688165647), 'jelonet gauze': np.float64(293.88), 'handschoenen': np.float64(27.690578315377792), 'blue surgipad': np.float64(151.31), 'cutisorb 10 x 10 cm': np.float64(37.580365596504194), 'lamphoes': np.float64(27.49), 'vicryl 2/0 plus w320h': np.float64(103.02), 'light handles': np.float64(11.99), 'lloyd davies (yellowfins) with black clamp': np.float64(140.74), 'suction device': np.float64(445.07), 'net pants': np.float64(290.88), 'vaseline lidocaine 3%': np.float64(36.25), 'willospon anaal': np.float64(38.22), 'polysorb 2/0 vcp 320h': np.float64(118.11), 'vicryl 2/0 plus vcp 320h': np.float64(116.11), 'specialismekar - procto': np.float64(439.1084383728486), '2/0 polysorb vcp 320h': np.float64(104.02), 'vicryl 2/0 plus vcp320h': np.float64(104.02), 'bupivacaine hydrochloride 0.5 %': np.float64(20.57), 'diathermie met rookafzuig': np.float64(4.79), 'surgipad': np.float64(69.16)}",3622.638146174955
1009,8501.06,4918.573333333334,"{'adipose tissue harvesting kit': np.float64(8.362533797268014), 'diathermie micro naald 21191-368': np.float64(10.807637008568264), 'operatiejas l standaard': np.float64(26.26760941294802), 'rcm014 perc neph. cath malecot': np.float64(21.99), 'colorectal minor procedure pack': np.float64(8.6), 'schuursponsje / cautery tip cleaner tc-100': np.float64(20.634646080476955), 'pds 4/0 w9131': np.float64(102.02), 'opsite': np.float64(65.36), 'lower gi working tray': np.float64(271.73), 'rcm012 perc neph. cath malecot': np.float64(18.99), 'xylocaine 2% met adr. 20 cc': np.float64(17.83), 'bupivacaine hydrochloride 0.5%': np.float64(18.57), 'lloyd davies (yellowfins) with correct clamps': np.float64(142.63), 'water ampul 10 cc': np.float64(5.91), 'diathermie zak': np.float64(17.49), 'handschoenen': np.float64(26.49), 'spuit 10 ml': np.float64(9.792655350027061), 'cutisorb 10 x 10 cm': np.float64(37.58036559650414), 'kopje urologie': np.float64(21.99), 'acp spuit arthrex abs-10014': np.float64(4.79), 'pillow': np.float64(132.2), 'light handles': np.float64(11.99), 'catheter ch16': np.float64(18.99), '3/o pds pdp9124': np.float64(107.02), 'heel rests': np.float64(138.63), 'ethilon 1 740g': np.float64(115.11), 'fistula brush j-fb-100': np.float64(22.99), 'set 2 buckets dr. schouten': np.float64(141.73), '500 ml zak fys. zout (nacl)': np.float64(12.87), 'lonestar retractor': np.float64(201.59), 'low fluid': np.float64(7.6), 'travers retractor': np.float64(108.31), 'weislander self retaining retractor': np.float64(108.31), 'lonestar haakjes': np.float64(8.79), 'specialismekar - procto': np.float64(437.78), 'patient straps': np.float64(136.2), 'plakstrip 9099 (operation tape)': np.float64(5.51), 'wattenbollen (watten depperset)': np.float64(21.67300379742342), 'rotofix prs / prp centrifuge': np.float64(441.6717344795977), 'frazier suction': np.float64(130.3), 'pds 3/0 9124': np.float64(96.36), '21g naald groen lang 301155': np.float64(19.99), 'urine drainage zak s-20': np.float64(19.890741857843608), 'lonestar hooks': np.float64(199.59), 'cautery device': np.float64(418.99), 'groot vaginaal net': np.float64(51.73), '2/0 vicryl plus w320h': np.float64(105.19111815672062), 'blue pencil diathermy': np.float64(198.59), 'vicryl 2-0 ur-6': np.float64(56.98063357896022), 'tamvpnet': np.float64(153.35), 'diathermy tip extension 6"",disposable,,,,0,,added,mr.,cunningham,general_surgery\noxford churchill""': np.float64(200.58853027279477), 'gelpi retractor': np.float64(128.3), 'lahey forcep': np.float64(130.3), 'mesje 11': np.float64(9.79), 'velasorb fast 3/0 sv9940g': np.float64(108.01989376051729), 'mediloop maxi geel 20405': np.float64(25.191856290314377), 'skin hooks': np.float64(128.3), 'zijlijn voor infuus 76.4432': np.float64(21.26627337085303), 'mediloop maxi rood 47cm 20406': np.float64(17.99), 'pencil diathermy': np.float64(200.85519224947348), 'polysorb 2/0 gl223': np.float64(104.02), 'lloyd davies': np.float64(137.63), 'polysorb 2/0 vcp 320h': np.float64(113.11), 'endosgel': np.float64(3.91), 'allis forcep': np.float64(130.3), 'diathermie met rookafzuig': np.float64(3.79), 'surgipad': np.float64(67.16)}",6018.284425060292
1116,13047.759999999998,14311.726666666667,"{'long laparoscopic needle holders': np.float64(173.83), 'lonestar blunt hooks': np.float64(260.5), '2/0 vicryl vcp 320h': np.float64(103.02), 'laparoscopic rectopexy pack': np.float64(25.97), 'russian forcep': np.float64(129.3), 'lower gi working tray': np.float64(271.73), 'urinary catheterisation 12fr': np.float64(201.59), 'pds 3/o pdp9124': np.float64(111.03648170189877), '3/0 stratafix sxpp1b420': np.float64(105.17), 'rectal catheter 30fr': np.float64(198.59), 'suction device': np.float64(445.07), '30 degree 11 mm telescope': np.float64(173.83), 'urinary catheterisation 14fr': np.float64(199.59), 'diathermy hook with suction-cw002': np.float64(263.5), 'lonestar retractor': np.float64(201.59), 'scope warmer': np.float64(75.44), 'uromatic water': np.float64(18.88), 'endoscopy tower': np.float64(421.13), 'mastoid swab': np.float64(261.5), 'inco pads': np.float64(197.59), 'abdo pack': np.float64(152.31), 'laparoscopic applied medical hook': np.float64(261.5), 'bladder syringe 50mls': np.float64(197.59), 'debakey 9 inches': np.float64(174.83), 'adrenaline 1:1000': np.float64(5.25), 'cautery device': np.float64(418.99), 'knot pusher': np.float64(172.83), 'tatme lap tray': np.float64(173.83), '2/0 vicryl plus w320h': np.float64(102.02), 'lonestar hooks': np.float64(200.59), 'bag of gelofusin 500ml': np.float64(15.88), 'gelpoint path port': np.float64(263.5), 'mapping pins': np.float64(177.83), 'methylene blue': np.float64(18.88), 'bowl liner': np.float64(152.31), 'laparoscopic suction irrigation set': np.float64(265.5), 'camera sleeve': np.float64(151.31), 'stratafix 3/0 sxpp1b420': np.float64(105.37), 'opsite big': np.float64(69.36), 'cork board': np.float64(172.83), 'endoscopic needle': np.float64(263.5), 'yellow fins': np.float64(141.58), 'vicryl 2/0 plus vcp320h': np.float64(104.02), 'urometer urine bag': np.float64(261.5)}",7861.9664817019
1118,13836.979999999998,14141.720000000001,"{'tem tray b': np.float64(181.83), 'tem machine': np.float64(419.65), 'tem scope': np.float64(177.83), 'maquet table': np.float64(145.58), 'intravenous bag': np.float64(17.88), 'lap rectopexy procedure pack': np.float64(29.97), 'urinary catheterisation 12fr': np.float64(203.67098188405032), 'abdomen support roll': np.float64(141.58), 'gel pads': np.float64(137.63), 'rectal catheter 30fr': np.float64(198.59), 'suction device': np.float64(445.07), 'heel rests': np.float64(138.63), 'urinary catheterisation 14fr': np.float64(199.59), 'tem tray a': np.float64(174.83), 'siphon': np.float64(177.83), 'black clamps': np.float64(139.63), 'patient straps': np.float64(136.2), 'arm boards': np.float64(141.5), 'endoscopy tower': np.float64(421.13), 'luer lock syringe 50 mls': np.float64(198.59), 'bupivacaine hydrochloride 0.5 %': np.float64(20.57), 'yellow gel pads': np.float64(140.58), 'crepe bandage 6”': np.float64(141.58), 'long colorectal laparoscopic needle holder': np.float64(173.83), 'bladder syringe 50mls': np.float64(197.59), 'cautery device': np.float64(418.99), 'savlon bottles': np.float64(15.92), 'sodium chloride iv bag 0.9': np.float64(18.88), 'arm gutter': np.float64(138.5), 'mapping pins': np.float64(177.83), 'lateral back support': np.float64(145.58), 'transofix': np.float64(263.5), 'maquet perineal positioning attachment': np.float64(145.58), 'stratafix 3/0 sxpp1b420': np.float64(105.37), 'silicone tubing': np.float64(261.5), 'cork board': np.float64(172.83), 'optilube gel': np.float64(9.13), 'suprapubic pad': np.float64(140.58), 'opsite big': np.float64(66.36), 'yellow fins': np.float64(141.58), 'urometer urine bag': np.float64(261.5), 'liquid paraffin': np.float64(14.88)}",6999.87098188405
1122,10281.279999999999,8386.842222222222,"{'colorectal minor procedure pack': np.float64(8.6), 'lower gi working tray': np.float64(271.73), 'russian forceps': np.float64(63.83), 'russian forcep': np.float64(127.3), 'opsite 45x55': np.float64(64.26), 'spinal needle g22': np.float64(11.79), 'bupivacaine hydrochloride 0.5%': np.float64(18.57), 'lloyd davies (yellowfins) with correct clamps': np.float64(142.63), 'pillow': np.float64(132.2), 'light handles': np.float64(11.99), 'suction device': np.float64(445.07), 'park anal retractor': np.float64(131.3), '3/o pds pdp9124': np.float64(107.02), 'spongostan': np.float64(12.83), 'babcocks': np.float64(129.3), 'pds 3/0 pdp 9124': np.float64(103.02), 'yellow syringe': np.float64(177.5891445359111), 'lonestar retractor': np.float64(201.59), 'diathermy tip extension 6""': np.float64(201.65999563959207), 'heel pads': np.float64(137.63), 'low fluid': np.float64(7.6), 'patient straps': np.float64(136.2), '2/0 prolene -w8526': np.float64(102.02), 'blue diathermy tip extension 6”': np.float64(177.58914453591126), 'sodium chloride': np.float64(11.03), 'incopads': np.float64(174.59), 'pds 3/0 9124': np.float64(96.36), 'allis': np.float64(127.3), 'blade 10': np.float64(10.99), 'lonestar hooks': np.float64(199.59), '2/0 vicryl plus w320h': np.float64(102.02), 'cautery device': np.float64(418.99), 'adrenaline 1:1000': np.float64(5.25), 'blue diathermy pencillete': np.float64(173.5891876133649), 'blue pencil diathermy': np.float64(197.59), 'diathermy tip extension 6"",disposable,,,,0,,added,mr.,cunningham,general_surgery\noxford churchill""': np.float64(200.58853027279477), '0.5% bupivacaine hydrochloride': np.float64(11.35), 'lanes retractor': np.float64(108.31), 'gelpi retractor': np.float64(128.3), 'diathermy tip extension 6"",disposable,,,,0,,added,dr.,jones,general_surgery\noxford churchill""': np.float64(200.58779537753438), 'diathermy tip extension 6"",disposable,,,,0,,added,mr.,lindsey,general_surgery\noxford churchill""': np.float64(201.59), 'jelonet': np.float64(176.8444600170036), 'vicryl 2/0 plus vcp320h': np.float64(104.02), '2-0 pds plus pdp9133h': np.float64(104.02), 'blue diathermy pencillete extension 6”': np.float64(180.58911222782143), 'colo anal device (cad)': np.float64(416.1), 'babcock': np.float64(129.3), 'pencil diathermy': np.float64(196.59), 'diathermy tip extension 6"",disposable,,,,0,,added,stephen,boyce,general_surgery\noxford churchill""': np.float64(200.59), 'diathermy tip extension 6"",disposable,,,,0,,added,mr.,george,general_surgery\noxford churchill""': np.float64(200.59), 'allis forcep': np.float64(130.3), 'normal saline': np.float64(14.33040635718207), 'surgipad': np.float64(67.16)}",7211.777776577119
387,16820.920000000002,8874.397142857142,"{'colorectal minor procedure pack': np.float64(8.6), 'lower gi working tray': np.float64(271.73), 'yellow fins lloyd davies': np.float64(151.14), 'cotton balls': np.float64(298.59), 'softsilk 2/0 ss-623': np.float64(104.02), 'bupivacaine hydrochloride 0.5%': np.float64(18.57), 'monsels solution (ferrous sulphate solution)': np.float64(15.52), 'sodium chloride 0.9%': np.float64(11.52), 'silver nitrate applicator': np.float64(298.59), 'cotton buds applicator medium size': np.float64(298.59), 'light handles': np.float64(11.99), 'suction device': np.float64(445.07), 'marcaine 0.5%': np.float64(16.52), 'tischeler biopsy forceps': np.float64(323.0), 'ethilon 1 740g': np.float64(115.11), 'monosof 1 cn724': np.float64(117.11), 'gallipot': np.float64(151.31), 'co2 laser adapter': np.float64(325.0), 'black clamps': np.float64(138.63), 'thin prep solution': np.float64(16.52), 'lignospan 2.2ml': np.float64(13.52), 'bupivacaine hydrochloride 0.5 %': np.float64(20.57), 'co2 laser machine': np.float64(426.71), 'jug': np.float64(77.37), 'acetic acid 5%': np.float64(15.52), 'formaline 10%': np.float64(14.52), 'abdo pack': np.float64(152.31), 'proctoscope paediatric': np.float64(298.59), 'pink venflon': np.float64(298.59), 'cautery device': np.float64(418.99), 'syringe 2 mls': np.float64(299.59), 'colposcope with lens adaptor': np.float64(430.71), 'neptune with buffalo suction': np.float64(430.71), 'c-arm cover': np.float64(1.51), 'proctoscope adult': np.float64(301.59), 'colposcope': np.float64(425.71), 'lumenis laser fibres': np.float64(300.59), 'mini tischler biopsy forceps': np.float64(323.0), 'slings': np.float64(301.59), 'marker pen': np.float64(9.99), 'lugols iodine solution - aqueous betadine': np.float64(16.52), 'opsite big': np.float64(69.74202879648196), '0.5% marcaine': np.float64(15.52), 'dental syringe': np.float64(8.99), 'surgipad': np.float64(67.16)}",7876.742028796483
358,2618.9,2653.6160000000004,"{'ultra- cisionnet alg': np.float64(39.42), 'operatiejas l standaard': np.float64(23.49), 'gazen 10x10 kliniray': np.float64(10.865960943022529), 'optiek stryker 10mm 30gr + lichtkabel': np.float64(135.18), 'trocar cff73 12 mm x 100 mm': np.float64(3.79), 'zelfkl.largelaken (250x150)': np.float64(7.83), '15 cm tricot windsel onsteriel': np.float64(29.56), 'water ampul 10 cc': np.float64(5.91), 'diathermie met rookafzuig verlengd': np.float64(4.79), 'handschoenen': np.float64(25.49), 'pds 0 cp': np.float64(27.05), 'endosc. naaldv. aesculaap chir': np.float64(137.43), 'catheter ch16': np.float64(18.99), 'hem-o-lock tangen': np.float64(141.53), 'trocar cff03 5 mm x 100mm': np.float64(7.5570703233237), 'dikke zuigbuis yankauer ch 18': np.float64(8.99), 'vicryl 3-0 sh': np.float64(57.98), 'wattenbollen (watten depperset)': np.float64(16.99), 'tray laparoscopie basis': np.float64(6.9), 'ecr60 wit vulling voor de ec60': np.float64(57.64002338155739), 'v-loc hechting 3-0': np.float64(53.98), 'urine drainage zak s-20': np.float64(17.99), 'spuit 10ml': np.float64(3.79), 'monocryl 4-0 fs2': np.float64(102.09), 'mesje nr 15': np.float64(4.79), 'atr.tang+handv 8393.0004 extra lng': np.float64(40.42), 'alexis woundprotector': np.float64(8.79), 'chirurgisch darm net': np.float64(38.42), 'echelon flex 60 ec60a': np.float64(55.98), 'hem-o-lock l clips': np.float64(55.98), 'trocar c0r47 blunt tip c0r47 12x100mm': np.float64(5.79), 'harmonic ace 36 cm 5 mm harh36': np.float64(4.79), 'pds 2-0 ct-2 pdp333': np.float64(55.98), 'ecr60 blauw vulling voor de ec60a': np.float64(55.98), 'operatiejas xl standaard (=xxl)': np.float64(22.49), 'endosgel': np.float64(3.91), 'zuig-spoelslangenset wolff': np.float64(8.79), 'laparoscopie net chirurgie': np.float64(38.42)}",1345.7630546479038
28,3256.9599999999996,2737.02,"{'tray laparotomie': np.float64(36.27), 'operatiejas l standaard': np.float64(23.49), 'vicryl 2-0 sh': np.float64(53.98), 'groot basis net': np.float64(47.72), 'mammanet': np.float64(39.49), 'ligaclip wit lt200 / 002200': np.float64(52.98), 'zelfkl.largelaken (250x150)': np.float64(7.83), 'tray basis': np.float64(2.99), 'schuursponsje / cautery tip cleaner': np.float64(18.99), 'cutiplast maat op aanvraag': np.float64(37.68), 'vicryl 2-0 5x70': np.float64(42.74), 'diathermie naald valleylab e1552': np.float64(5.79), 'ethicon ligacliptang kort': np.float64(144.91), 'handschoenen': np.float64(25.49), 'diathermie met rookafzuig': np.float64(3.79), 'monocryl 3-0 fs1': np.float64(53.98), 'diathermie met rookafzuig verlengd': np.float64(4.79)}",602.91
90,13309.78,6987.98,"{'operatiejas l standaard': np.float64(23.49), 'vicryl 2-0 sh': np.float64(53.98), 'echohoes anesthesie breed': np.float64(22.76), 'fys. zout 1000 ml fles (nacl)': np.float64(10.29), 'gazen 10x20 kliniray': np.float64(7.99), 'vicryl 2-0 5x70': np.float64(42.74), '15 cm tricot windsel onsteriel': np.float64(29.56), 'groot basis net': np.float64(47.72), 'handschoenen': np.float64(25.49), 'mesje 15': np.float64(3.79), 'l wondspreider weitlaner ok7': np.float64(118.75), 'handschoen 8,5': np.float64(24.49), 'vnus apparaat': np.float64(433.4127792861142), '21 g naald groen lang': np.float64(21.99), 'lidocaine 1% zonder adrenaline': np.float64(6.29), 'vaatklem coeli martin': np.float64(122.75), 'cutiplast maat op aanvraag': np.float64(37.68), 'fys. zout 500 ml zak (nacl)': np.float64(11.29), 'peha-haft 8cm': np.float64(30.56), 'spuit 50 ml luer lock': np.float64(4.79), 'spuit 50 cc': np.float64(3.79), 'zijlijn voor infuus': np.float64(20.99), 'buikgazen 40x70cm cutisoft': np.float64(32.48), 'aanpriknaald cordis': np.float64(8.79), 'mesje nr 15': np.float64(8.077967340787751), 'echo apparaat': np.float64(432.41280066908155), '20 cm tricot windsel onsteriel': np.float64(36.48), 'vnus catheter 7 fr heating element': np.float64(8.79), 'venestripper': np.float64(7.79), 'handenwasborstel (medica brush)': np.float64(21.03), 'heparine': np.float64(7.91), '15 cm synthetische watten onsteriel artiflex soft': np.float64(29.56), 'lamphoes': np.float64(27.49), 'varicesnetje': np.float64(118.75), '15 cm synth watten onst.artiflex soft': np.float64(37.48), 'vaatklem de bakey 15 graden': np.float64(135.38), 'optiplast –c 10cm x2.5m': np.float64(33.56), 'echogel': np.float64(11.29), 'tray basis': np.float64(2.99), '15 cm synthetische watten onsteriel': np.float64(31.56), 'steunkous': np.float64(21.99), 'vicryl 2-0 3x45': np.float64(103.49), 'vicryl 3-0 3x45': np.float64(108.49), 'mesje nr 10': np.float64(6.92), 'splitlakenpakket 9018': np.float64(25.49), 'diathermie met rookafzuig': np.float64(3.79), 'brite tip introducer sheath 7f 11 cm': np.float64(3.79)}",2370.373547295982
247,30727.53,13504.7725,"{'small surgicel 5x7.5cm': np.float64(8.86), 'yankauer sucker': np.float64(7.99), 'operatiejas l standaard': np.float64(23.49), 'nim-tube mt 8': np.float64(19.99), 'lokaalset anesthesie': np.float64(6.79), 'nim-tube mt 6': np.float64(16.99), 'aps electrode 3 mm': np.float64(17.99), 'diathermie zak': np.float64(16.49), 'groot basis net': np.float64(47.72), 'soft tissue tray': np.float64(129.1), 'handschoenen': np.float64(25.49), 'nim monitor': np.float64(435.86), 'glucose 5%': np.float64(12.76), '2-0 vicryl ties': np.float64(39.74), 'medium ligaclips': np.float64(7.99), 'rf kit': np.float64(4.79), 'suction device': np.float64(445.07), 'struma net': np.float64(124.72), 'lidocaine 1% zonder adrenaline': np.float64(6.29), 'nim prass standard monopolar stimulator probe': np.float64(21.99), 'deppertje 6x6 cm (hartje)': np.float64(34.68), 'small ligaclips': np.float64(8.99), 'large drapes': np.float64(1.99), 'pledgets/lamis': np.float64(9.99), 'harmonic console': np.float64(449.07), 'naald groen': np.float64(21.99), 'dunne zuigbuis yankauer ch 14': np.float64(16.49), 'spuit 20 ml': np.float64(7.79), 'lonestar retractor': np.float64(201.59), '10 blade': np.float64(7.99), 'blue fish hook': np.float64(11.99), 'surgicel fibrilar': np.float64(34.51), 'lonestar haakjes': np.float64(6.79), 'harmonic focus': np.float64(155.89), 'bupivacaine 0.25% with adrenaline': np.float64(7.25), 'tachosil 3.0x2.5': np.float64(33.51), 'vicryl 3-0 sh': np.float64(57.98), '3-0 vicryl undyed': np.float64(41.74), 'ultracover echohoes': np.float64(28.55), '4x4 pack': np.float64(11.99), 'naald groen lang': np.float64(20.99), 'wondspreider weitlaner ok5': np.float64(40.54), 'trolley covers': np.float64(6.96), 'ethilon 5-0 fs-2': np.float64(37.14235596567429), 'small drapes': np.float64(5.99), 'monocryl 4-0 fs2': np.float64(102.09), 'spuit 20ml. luer lock': np.float64(3.79), 'magneetmat': np.float64(120.72), 'light handle': np.float64(11.99), 'harmonic focus har9f': np.float64(9.71), 'nim-tube mt 7': np.float64(21.99), 'ultracision apparaat': np.float64(437.51), 'thyroid tray': np.float64(127.1), 'harmonic focus set': np.float64(147.19), 'diathermy machine': np.float64(446.07), 'suction tubing': np.float64(8.99), 'sharps box': np.float64(10.99), '4-0 monocryl': np.float64(38.74), 'hoofdlamp algemene chirurgie': np.float64(436.51), 'steri-strips': np.float64(8.99), 'receivers and gallipots': np.float64(7.99), 'aps electrode 2 mm': np.float64(18.99), 'echo gel': np.float64(16.03), 'tray basis': np.float64(2.99), 'vicryl 3-0 3x45': np.float64(108.49), '9 fraiser sucker': np.float64(18.31), 'diathermie met rookafzuig': np.float64(3.79), 'harmonic blue tray': np.float64(54.39), 'magnetic mat': np.float64(49.72)}",4895.582355965672
250,3507.1,3867.27,"{'operatiejas l standaard': np.float64(23.49), 'ligaclip wit lt200 / 002200': np.float64(52.98), 'monocryl 4-0 fs2': np.float64(102.09), 'diathermie met rookafzuigslang': np.float64(6.79), 'markeerpen / skin marker': np.float64(16.99), 'magneetmat': np.float64(120.72), 'harmonic focus har9f': np.float64(9.71), 'nim monitor': np.float64(435.86), 'groot basis net': np.float64(47.72), 'diathermie zak': np.float64(17.49), 'ethicon ligacliptang kort': np.float64(144.91), 'handschoenen': np.float64(25.49), 'struma net': np.float64(124.72), 'nim prass standard monopolar stimulator probe': np.float64(21.99), 'deppertje 6x6 cm (hartje)': np.float64(34.68), 'tray basis': np.float64(2.99), 'mini omni-tract': np.float64(127.67), 'vicryl 3-0 3x45': np.float64(108.49), 'dunne zuigbuis yankauer ch 14': np.float64(16.49), 'vicryl 2-0 3x45': np.float64(108.49), 'lonestar retractor': np.float64(201.59), 'lonestar haakjes': np.float64(9.471430783502498), 'surgicel fibrilar': np.float64(34.51), 'harmonic focus': np.float64(158.89), 'vicryl 3-0 sh': np.float64(57.98), 'ethilon 5-0 fs-2': np.float64(36.2)}",2048.4014307835023
404,8281.479999999998,8323.48,"{'operatiejas l standaard': np.float64(23.49), 'optiek stryker 10 mm 30° + lichtkabel': np.float64(139.53), 'groot basis net': np.float64(47.72), 'handschoenen': np.float64(25.49), 'trocar c0r47 blunt tip c0r47 12x100mm': np.float64(5.79), 'bard 3d max mesh links medium': np.float64(28.58), 'catheter ch16': np.float64(18.99), 'olympus endoscopie toren': np.float64(436.82), 'antifog ultrastop 30ml': np.float64(4.74), 'pds 2-0 ct-2 pdp333': np.float64(55.98), 'opt. str. 10mm 0gr + lichtkabel': np.float64(138.53), 'specialismekar - algemene chirurgie': np.float64(435.51), 'bard 3d max mesh rechts large': np.float64(30.58), 'laparoscopie basis tray': np.float64(17.64), 'bard 3d max mesh links large': np.float64(33.58), 'trocar cff05 5 mm (tep)': np.float64(6.79), 'bard 3d max mesh rechts medium': np.float64(28.58), 'diathermie met rookafzuig': np.float64(3.79), 'laparoscopie net chirurgie': np.float64(38.42)}",1520.55
1580,12245.96,12525.380000000001,"{'mersilene 2-0 2x70 eh6884h': np.float64(103.49), 'aanpriknaald cordis 502-652': np.float64(4.79), 'vaatkom': np.float64(307.94), 'operatiejas l standaard': np.float64(23.49), 'vicryl 2-0 sh': np.float64(53.98), 'echohoes anesthesie breed': np.float64(22.76), 'operatiejas l reinforced': np.float64(24.49), 'zelfkl.largelaken (250x150)': np.float64(7.83), 'kort vaat instrumentarium': np.float64(310.94), 'gazen 10x20 kliniray': np.float64(7.99), 'omnipaque 300 mg 20cc': np.float64(13.72), 'water ampul 10 cc': np.float64(5.91), 'groot basis net': np.float64(47.72), 'handschoenen': np.float64(25.49), 'specialismekar - vaatchirurgie': np.float64(444.08), 'catheter ch16': np.float64(18.99), 'angio catheter': np.float64(18.99), 'pta ballon': np.float64(7.79), 'c-arm drape 10-2102eu': np.float64(4.64), 'naald groen': np.float64(21.99), 'dunne zuigbuis yankauer ch 14': np.float64(16.49), 'dikke zuigbuis yankauer ch 18': np.float64(8.99), 'cutiplast maat op aanvraag': np.float64(37.68), 'spuit 20 ml': np.float64(7.79), 'fys.zout 1000 ml zak (nacl)': np.float64(6.91), 'surgicel fibrilar': np.float64(34.51), 'wattenbollen (watten depperset)': np.float64(16.99), 'specialismekar - endo vaatchirurgie': np.float64(443.85), 'buikgazen 40x70cm cutisoft': np.float64(32.48), 'vicryl 1 ct-1 4x70': np.float64(57.98), 'ioban groot 56 x 85 cm': np.float64(4.64), 'manometer': np.float64(37.96), 'spuit 2ml': np.float64(8.79), 'spuit 10ml': np.float64(3.79), 'vidrape isolation bag': np.float64(17.76), 'brite tip introducer sheath 6f 11cm': np.float64(17.89), 'markeerpen / skin marker': np.float64(16.99), 'spuit 20ml. luer lock': np.float64(3.79), 'schoentje kort ( fogarty) soft33': np.float64(20.99), 'handenwasborstel (medica brush)': np.float64(21.03), 'heparine': np.float64(7.91), 'c - boog met monitor': np.float64(443.85), 'lamphoes': np.float64(27.49), 'mesje nr 11': np.float64(6.79), 'flex.voerdr angled 180cm rf*ga35183m': np.float64(16.99), 'suture aids booties 052003pbx': np.float64(104.49), 'urimeter (urofix 500)': np.float64(17.99), 'zijlijn voor infuus 76.4432': np.float64(19.99), 'mediloop maxi rood 47cm 20406': np.float64(17.99), 'mesje nr 10': np.float64(6.92), 'endosgel': np.float64(3.91), 'splitlakenpakket 9018': np.float64(25.49), 'diathermie met rookafzuig': np.float64(3.79), 'naald roze': np.float64(8.79)}",3006.709999999998
